acceso_id,pagina_actual,frecuencia_uso,tiempo_desde_ultimo_acceso,reemplazo
1355,18,23,82,0
1356,2,36,53,0
1357,41,34,963,1
1358,42,35,888,0
1359,7,29,160,0
1360,25,26,968,1
1361,12,27,260,0
1362,11,27,915,1
1363,43,18,13,1
1364,8,32,720,0
1365,1,34,127,0
1366,31,26,60,1
1367,22,25,618,1
1368,9,30,626,1
1369,13,28,161,1
1370,35,38,55,0
1371,37,25,246,0
1372,33,12,275,1
1373,4,28,382,0
1374,44,31,118,1
1375,3,36,0,0
1376,27,21,711,1
1377,47,33,137,1
1378,2,37,469,0
1379,40,26,201,0
1380,36,25,235,1
1381,45,30,235,1
1382,20,35,23,1
1383,48,23,226,0
1384,13,29,864,1
1385,7,30,941,1
1386,42,36,54,1
1387,35,39,489,1
1388,36,26,800,1
1389,5,22,678,1
1390,28,20,316,1
1391,9,31,216,1
1392,37,26,429,1
1393,39,20,471,0
1394,29,21,33,0
1395,19,27,105,1
1396,14,31,998,0
1397,10,31,805,0
1398,48,24,752,1
1399,18,24,646,0
1400,37,27,716,0
1401,21,25,96,1
1402,15,21,851,1
1403,15,22,296,1
1404,47,34,23,0
1405,36,27,73,1
1406,35,40,941,0
1407,36,28,319,1
1408,22,26,307,0
1409,24,31,762,0
1410,43,19,771,0
1411,44,32,287,1
1412,46,29,222,1
1413,13,30,971,0
1414,26,31,830,1
1415,10,32,335,1
1416,13,31,951,1
1417,3,37,854,1
1418,2,38,317,0
1419,24,32,508,1
1420,22,27,912,0
1421,34,24,108,0
1422,46,30,829,1
1423,41,35,997,1
1424,15,23,662,1
1425,35,41,167,0
1426,33,13,952,0
1427,18,25,622,0
1428,26,32,749,1
1429,27,22,508,0
1430,28,21,894,0
1431,15,24,835,1
1432,6,36,825,1
1433,46,31,467,0
1434,17,27,114,0
1435,28,22,123,1
1436,35,42,508,0
1437,27,23,749,1
1438,23,32,604,1
1439,45,31,829,0
1440,48,25,923,1
1441,41,36,589,1
1442,31,27,486,0
1443,12,28,713,0
1444,47,35,783,0
1445,40,27,511,1
1446,25,27,535,1
1447,30,49,652,1
1448,32,23,167,0
1449,39,21,389,1
1450,39,22,561,1
1451,22,28,15,1
1452,41,37,812,0
1453,49,37,226,0
1454,13,32,779,0
1455,39,23,85,1
1456,10,33,891,1
1457,21,26,206,1
1458,41,38,672,0
1459,36,29,576,0
1460,35,43,847,1
1461,40,28,667,1
1462,43,20,18,1
1463,1,35,170,1
1464,49,38,35,0
1465,5,23,103,1
1466,42,37,592,0
1467,25,28,293,0
1468,18,26,554,1
1469,13,33,106,0
1470,13,34,196,0
1471,45,32,911,0
1472,0,24,705,0
1473,39,24,45,1
1474,30,50,595,0
1475,3,38,696,1
1476,31,28,514,1
1477,29,22,405,1
1478,43,21,233,0
1479,14,32,736,1
1480,35,44,422,0
1481,21,27,362,1
1482,5,24,251,0
1483,0,25,527,1
1484,15,25,359,1
1485,32,24,509,1
1486,42,38,194,1
1487,3,39,580,1
1488,34,25,503,0
1489,0,26,539,1
1490,18,27,287,0
1491,12,29,898,1
1492,26,33,386,0
1493,5,25,10,1
1494,20,36,867,1
1495,43,22,484,1
1496,45,33,420,0
1497,36,30,574,1
1498,41,39,964,0
1499,42,39,730,1
1500,11,28,25,1
1501,16,26,954,1
1502,28,23,964,0
1503,48,26,159,1
1504,5,26,977,1
1505,22,29,106,0
1506,40,29,353,1
1507,13,35,538,1
1508,1,36,168,1
1509,9,32,966,1
1510,5,27,233,0
1511,29,23,768,1
1512,31,29,70,0
1513,35,45,307,0
1514,24,33,368,1
1515,12,30,548,1
1516,18,28,916,1
1517,35,46,853,1
1518,7,31,70,1
1519,30,51,990,1
1520,41,40,56,1
1521,42,40,641,0
1522,15,26,74,1
1523,44,33,45,0
1524,43,23,863,0
1525,0,27,801,1
1526,32,25,780,1
1527,17,28,330,0
1528,17,29,191,1
1529,5,28,750,1
1530,27,24,440,0
1531,2,39,509,1
1532,33,14,904,0
1533,30,52,575,0
1534,15,27,2,0
1535,45,34,698,1
1536,46,32,267,0
1537,20,37,6,1
1538,11,29,112,1
1539,20,38,202,1
1540,8,33,142,0
1541,4,29,181,1
1542,17,30,952,0
1543,27,25,141,1
1544,26,34,882,1
1545,21,28,421,1
1546,17,31,911,0
1547,36,31,541,0
1548,26,35,535,1
1549,28,24,299,0
1550,14,33,505,0
1551,39,25,452,0
1552,9,33,450,1
1553,31,30,275,0
1554,9,34,608,0
1555,25,29,9,1
1556,20,39,464,0
1557,12,31,616,1
1558,43,24,175,0
1559,28,25,565,0
1560,39,26,717,1
1561,35,47,336,1
1562,16,27,497,1
1563,24,34,882,1
1564,33,15,224,1
1565,11,30,308,0
1566,6,37,345,1
1567,11,31,868,0
1568,30,53,251,0
1569,35,48,332,1
1570,9,35,923,1
1571,30,54,247,0
1572,48,27,717,1
1573,9,36,812,1
1574,49,39,940,1
1575,34,26,122,0
1576,21,29,491,0
1577,8,34,434,1
1578,2,40,635,1
1579,40,30,189,1
1580,19,28,61,1
1581,25,30,815,0
1582,41,41,567,0
1583,17,32,777,0
1584,44,34,585,1
1585,20,40,471,0
1586,14,34,648,1
1587,40,31,84,0
1588,16,28,275,1
1589,30,55,963,1
1590,3,40,917,0
1591,28,26,331,1
1592,23,33,674,1
1593,18,29,156,0
1594,43,25,81,1
1595,42,41,897,0
1596,18,30,867,1
1597,28,27,119,1
1598,0,28,722,0
1599,35,49,872,0
1600,4,30,775,1
1601,26,36,555,0
1602,37,28,904,0
1603,32,26,764,1
1604,0,29,778,1
1605,22,30,704,1
1606,18,31,433,1
1607,12,32,471,0
1608,36,32,340,0
1609,46,33,598,0
1610,42,42,773,0
1611,17,33,263,0
1612,44,35,244,1
1613,4,31,543,1
1614,10,34,777,1
1615,16,29,346,0
1616,3,41,94,0
1617,14,35,478,0
1618,43,26,458,1
1619,4,32,41,1
1620,48,28,760,1
1621,3,42,51,0
1622,30,56,326,0
1623,48,29,673,0
1624,4,33,799,0
1625,5,29,890,1
1626,9,37,87,0
1627,4,34,266,0
1628,29,24,952,1
1629,20,41,808,0
1630,28,28,309,1
1631,4,35,422,0
1632,12,33,67,0
1633,9,38,29,1
1634,45,35,424,1
1635,23,34,198,1
1636,28,29,660,0
1637,47,36,26,1
1638,4,36,261,0
1639,49,40,358,0
1640,0,30,383,1
1641,3,43,581,0
1642,25,31,121,1
1643,1,37,890,0
1644,18,32,121,1
1645,25,32,198,1
1646,35,50,423,1
1647,26,37,189,0
1648,36,33,693,1
1649,9,39,97,1
1650,19,29,814,1
1651,46,34,799,0
1652,37,29,813,1
1653,49,41,733,0
1654,4,37,459,0
1655,2,41,744,0
1656,30,57,53,1
1657,21,30,167,1
1658,4,38,796,0
1659,39,27,135,1
1660,39,28,745,1
1661,0,31,618,0
1662,28,30,612,0
1663,44,36,572,1
1664,18,33,28,1
1665,38,25,625,1
1666,27,26,992,0
1667,10,35,453,0
1668,11,32,508,1
1669,34,27,788,0
1670,22,31,940,0
1671,49,42,846,0
1672,28,31,319,1
1673,2,42,820,1
1674,4,39,327,1
1675,18,34,805,0
1676,3,44,607,0
1677,31,31,562,0
1678,44,37,930,1
1679,26,38,851,0
1680,19,30,166,0
1681,43,27,407,0
1682,30,58,556,0
1683,38,26,586,1
1684,23,35,275,1
1685,0,32,131,0
1686,47,37,417,1
1687,10,36,935,0
1688,13,36,452,1
1689,16,30,779,0
1690,17,34,482,1
1691,15,28,65,1
1692,34,28,944,1
1693,14,36,17,1
1694,43,28,830,0
1695,11,33,407,1
1696,11,34,73,0
1697,22,32,419,1
1698,8,35,664,0
1699,38,27,742,1
1700,12,34,805,1
1701,16,31,43,0
1702,40,32,704,0
1703,48,30,613,1
1704,49,43,680,0
1705,43,29,669,1
1706,11,35,10,0
1707,0,33,355,0
1708,12,35,449,0
1709,36,34,856,1
1710,18,35,282,0
1711,7,32,188,1
1712,34,29,378,1
1713,42,43,940,0
1714,18,36,29,0
1715,5,30,713,1
1716,1,38,683,0
1717,3,45,653,0
1718,24,35,46,0
1719,47,38,734,0
1720,34,30,633,1
1721,41,42,85,1
1722,25,33,286,0
1723,27,27,360,1
1724,30,59,269,0
1725,23,36,713,0
1726,15,29,868,1
1727,43,30,832,0
1728,27,28,873,1
1729,34,31,314,0
1730,0,34,226,1
1731,36,35,25,0
1732,33,16,973,1
1733,3,46,679,1
1734,22,33,309,0
1735,6,38,415,1
1736,42,44,273,1
1737,5,31,321,1
1738,2,43,135,1
1739,18,37,178,0
1740,17,35,23,0
1741,3,47,875,0
1742,9,40,704,0
1743,27,29,484,1
1744,9,41,173,0
1745,36,36,540,1
1746,48,31,837,1
1747,28,32,431,0
1748,25,34,205,0
1749,41,43,807,1
1750,10,37,333,1
1751,29,25,846,0
1752,12,36,601,1
1753,3,48,518,1
1754,42,45,103,1
1755,34,32,983,0
1756,36,37,808,1
1757,7,33,151,0
1758,15,30,465,0
1759,15,31,17,0
1760,48,32,873,0
1761,13,37,832,1
1762,40,33,59,1
1763,35,51,370,1
1764,48,33,747,0
1765,20,42,88,0
1766,30,60,385,1
1767,47,39,491,1
1768,14,37,485,1
1769,37,30,737,0
1770,13,38,176,1
1771,9,42,398,0
1772,19,31,817,1
1773,36,38,257,0
1774,0,35,240,0
1775,22,34,472,1
1776,39,29,205,0
1777,40,34,318,0
1778,4,40,315,1
1779,44,38,528,1
1780,24,36,666,1
1781,41,44,876,1
1782,43,31,681,0
1783,1,39,380,0
1784,46,35,237,1
1785,32,27,295,1
1786,14,38,745,1
1787,15,32,129,0
1788,37,31,973,1
1789,12,37,296,0
1790,1,40,120,0
1791,41,45,10,1
1792,3,49,311,0
1793,11,36,574,0
1794,34,33,101,0
1795,46,36,83,1
1796,21,31,26,0
1797,4,41,794,0
1798,23,37,386,1
1799,40,35,805,0
1800,1,41,81,1
1801,7,34,88,0
1802,29,26,871,0
1803,8,36,334,0
1804,25,35,773,0
1805,5,32,913,1
1806,25,36,25,1
1807,21,32,506,0
1808,20,43,477,1
1809,37,32,474,0
1810,0,36,383,0
1811,27,30,37,1
1812,10,38,672,1
1813,26,39,421,1
1814,5,33,669,1
1815,11,37,202,1
1816,29,27,822,0
1817,43,32,897,1
1818,3,50,876,0
1819,23,38,547,1
1820,5,34,483,0
1821,48,34,515,0
1822,42,46,276,1
1823,49,44,863,1
1824,7,35,739,0
1825,11,38,990,1
1826,41,46,591,0
1827,44,39,767,0
1828,48,35,299,0
1829,44,40,614,1
1830,4,42,340,1
1831,40,36,655,1
1832,41,47,414,0
1833,24,37,13,1
1834,34,34,668,0
1835,11,39,7,0
1836,37,33,674,1
1837,44,41,436,1
1838,39,30,365,1
1839,35,52,225,1
1840,17,36,95,0
1841,14,39,905,0
1842,41,48,323,0
1843,47,40,52,0
1844,9,43,598,1
1845,42,47,912,0
1846,12,38,529,1
1847,43,33,683,1
1848,0,37,754,0
1849,43,34,924,0
1850,33,17,344,1
1851,41,49,425,1
1852,10,39,985,1
1853,36,39,542,1
1854,42,48,678,0
1855,11,40,223,0
1856,34,35,948,1
1857,24,38,957,0
1858,29,28,813,0
1859,29,29,590,1
1860,16,32,932,0
1861,34,36,978,1
1862,31,32,639,0
1863,36,40,471,1
1864,22,35,76,0
1865,18,38,468,0
1866,38,28,257,1
1867,35,53,731,0
1868,4,43,573,1
1869,27,31,707,0
1870,17,37,931,0
1871,18,39,397,0
1872,38,29,692,0
1873,9,44,927,0
1874,10,40,745,1
1875,48,36,293,0
1876,40,37,804,0
1877,0,38,496,0
1878,19,32,196,1
1879,22,36,64,0
1880,4,44,824,1
1881,38,30,826,0
1882,0,39,501,0
1883,8,37,674,0
1884,41,50,891,1
1885,13,39,176,1
1886,18,40,40,0
1887,34,37,297,0
1888,31,33,937,1
1889,43,35,380,1
1890,8,38,945,1
1891,32,28,406,1
1892,46,37,758,0
1893,23,39,644,0
1894,10,41,705,1
1895,16,33,647,0
1896,14,40,656,0
1897,46,38,235,1
1898,45,36,233,0
1899,40,38,893,1
1900,47,41,766,1
1901,33,18,699,1
1902,47,42,172,0
1903,21,33,938,1
1904,39,31,452,1
1905,21,34,497,0
1906,1,42,408,1
1907,16,34,683,0
1908,9,45,7,0
1909,7,36,616,1
1910,0,40,373,0
1911,33,19,679,0
1912,4,45,799,1
1913,19,33,798,1
1914,36,41,362,1
1915,31,34,140,0
1916,42,49,133,1
1917,39,32,503,0
1918,43,36,370,0
1919,43,37,166,1
1920,48,37,718,1
1921,33,20,897,1
1922,33,21,330,0
1923,30,61,698,1
1924,35,54,365,0
1925,2,44,487,1
1926,16,35,487,1
1927,20,44,849,1
1928,13,40,359,0
1929,27,32,830,0
1930,40,39,261,1
1931,46,39,300,0
1932,18,41,910,0
1933,12,39,439,1
1934,5,35,859,0
1935,19,34,199,1
1936,27,33,462,0
1937,37,34,635,0
1938,48,38,493,0
1939,20,45,644,0
1940,7,37,620,0
1941,9,46,740,0
1942,31,35,640,1
1943,29,30,51,0
1944,29,31,291,0
1945,21,35,375,1
1946,14,41,283,1
1947,35,55,857,1
1948,32,29,572,1
1949,37,35,685,0
1950,11,41,849,0
1951,41,51,803,1
1952,17,38,892,0
1953,27,34,981,0
1954,36,42,825,0
1955,14,42,428,1
1956,7,38,623,1
1957,8,39,656,0
1958,37,36,619,0
1959,4,46,121,1
1960,8,40,286,0
1961,44,42,280,1
1962,28,33,967,0
1963,25,37,560,1
1964,3,51,310,1
1965,27,35,322,1
1966,42,50,523,0
1967,3,52,449,1
1968,41,52,72,0
1969,46,40,335,1
1970,8,41,871,0
1971,22,37,86,1
1972,47,43,92,0
1973,13,41,416,1
1974,47,44,928,1
1975,37,37,347,0
1976,12,40,35,0
1977,35,56,127,0
1978,8,42,908,1
1979,24,39,420,1
1980,17,39,694,1
1981,14,43,399,1
1982,10,42,182,0
1983,11,42,304,1
1984,3,53,949,1
1985,34,38,644,1
1986,35,57,742,1
1987,8,43,873,1
1988,44,43,498,0
1989,39,33,724,0
1990,2,45,854,0
1991,6,39,425,1
1992,2,46,176,1
1993,2,47,656,1
1994,28,34,481,0
1995,41,53,165,0
1996,46,41,906,0
1997,38,31,896,1
1998,16,36,356,0
1999,29,32,196,0
2000,5,36,462,0
2001,31,36,797,1
2002,45,37,44,0
2003,45,38,315,1
2004,20,46,582,0
2005,0,41,957,1
2006,44,44,876,0
2007,28,35,550,0
2008,34,39,105,0
2009,42,51,370,1
2010,31,37,984,1
2011,44,45,989,0
2012,12,41,525,0
2013,25,38,439,1
2014,29,33,522,1
2015,3,54,165,1
2016,13,42,961,0
2017,32,30,316,1
2018,41,54,603,1
2019,40,40,983,0
2020,8,44,745,1
2021,41,55,127,1
2022,48,39,951,1
2023,13,43,311,1
2024,1,43,985,1
2025,38,32,591,1
2026,32,31,571,1
2027,19,35,702,1
2028,34,40,739,0
2029,22,38,84,1
2030,0,42,304,1
2031,25,39,22,0
2032,40,41,906,1
2033,31,38,845,1
2034,32,32,846,0
2035,11,43,869,1
2036,46,42,335,1
2037,8,45,125,0
2038,21,36,828,0
2039,0,43,39,1
2040,12,42,549,0
2041,41,56,218,0
2042,25,40,63,0
2043,1,44,584,0
2044,41,57,448,0
2045,13,44,947,1
2046,20,47,65,1
2047,26,40,690,0
2048,36,43,208,0
2049,1,45,816,1
2050,30,62,756,0
2051,11,44,831,0
2052,13,45,265,1
2053,36,44,314,1
2054,38,33,761,0
2055,46,43,249,1
2056,39,34,339,0
2057,8,46,609,1
2058,35,58,835,0
2059,45,39,752,0
2060,11,45,965,1
2061,10,43,543,1
2062,46,44,408,1
2063,5,37,189,1
2064,14,44,974,0
2065,2,48,916,1
2066,22,39,592,0
2067,46,45,694,1
2068,47,45,735,0
2069,43,38,707,1
2070,10,44,661,0
2071,44,46,827,0
2072,37,38,891,1
2073,41,58,789,1
2074,25,41,563,1
2075,10,45,364,0
2076,0,44,114,0
2077,6,40,329,1
2078,19,36,536,1
2079,48,40,121,1
2080,11,46,117,1
2081,40,42,576,1
2082,49,45,568,1
2083,2,49,657,0
2084,33,22,310,1
2085,46,46,994,1
2086,23,40,844,0
2087,46,47,197,0
2088,31,39,531,1
2089,34,41,169,0
2090,32,33,666,0
2091,24,40,36,1
2092,17,40,465,1
2093,6,41,60,0
2094,26,41,61,0
2095,25,42,240,0
2096,40,43,203,0
2097,3,55,461,1
2098,46,48,89,0
2099,14,45,408,0
2100,38,34,382,1
2101,24,41,919,1
2102,12,43,394,1
2103,34,42,278,0
2104,16,37,146,1
2105,35,59,585,1
2106,40,44,114,0
2107,28,36,459,0
2108,17,41,37,1
2109,25,43,557,0
2110,7,39,283,0
2111,36,45,151,0
2112,21,37,387,1
2113,32,34,967,0
2114,42,52,937,1
2115,26,42,962,1
2116,3,56,474,1
2117,34,43,758,1
2118,20,48,537,0
2119,5,38,396,1
2120,24,42,549,0
2121,9,47,380,0
2122,0,45,107,0
2123,41,59,367,1
2124,34,44,464,0
2125,27,36,454,1
2126,19,37,236,1
2127,29,34,816,1
2128,35,60,702,1
2129,9,48,42,0
2130,16,38,459,1
2131,49,46,53,0
2132,35,61,712,0
2133,37,39,447,1
2134,25,44,683,0
2135,5,39,475,0
2136,49,47,126,0
2137,8,47,776,1
2138,27,37,439,1
2139,28,37,187,1
2140,1,46,311,1
2141,27,38,182,1
2142,15,33,805,1
2143,21,38,750,0
2144,10,46,841,1
2145,13,46,432,1
2146,5,40,133,0
2147,28,38,758,1
2148,18,42,219,1
2149,17,42,921,1
2150,34,45,804,1
2151,24,43,672,0
2152,32,35,295,0
2153,2,50,23,0
2154,45,40,750,0
2155,34,46,465,1
2156,42,53,950,0
2157,2,51,134,0
2158,2,52,803,0
2159,40,45,3,1
2160,7,40,4,1
2161,49,48,482,1
2162,39,35,638,0
2163,12,44,500,1
2164,10,47,732,0
2165,0,46,91,0
2166,47,46,60,1
2167,6,42,743,0
2168,28,39,940,1
2169,26,43,824,1
2170,44,47,828,0
2171,39,36,285,1
2172,2,53,539,0
2173,14,46,454,0
2174,21,39,7,0
2175,28,40,736,0
2176,8,48,725,0
2177,32,36,551,1
2178,32,37,827,1
2179,44,48,994,1
2180,27,39,138,1
2181,33,23,404,0
2182,30,63,693,1
2183,10,48,369,0
2184,11,47,511,1
2185,8,49,988,1
2186,0,47,631,0
2187,37,40,838,1
2188,7,41,8,1
2189,2,54,47,1
2190,1,47,209,0
2191,13,47,462,0
2192,7,42,53,1
2193,38,35,810,0
2194,9,49,399,1
2195,7,43,887,1
2196,17,43,424,1
2197,49,49,783,0
2198,30,64,535,1
2199,34,47,444,1
2200,35,62,631,0
2201,19,38,746,0
2202,44,49,582,0
2203,6,43,411,0
2204,10,49,214,0
2205,4,47,200,1
2206,18,43,914,0
2207,8,50,943,0
2208,42,54,683,0
2209,40,46,965,1
2210,36,46,807,0
2211,19,39,680,0
2212,16,39,245,0
2213,39,37,952,0
2214,38,36,531,1
2215,35,63,867,1
2216,31,40,479,1
2217,8,51,439,0
2218,32,38,687,0
2219,32,39,34,0
2220,40,47,498,0
2221,10,50,148,1
2222,39,38,650,1
2223,3,57,706,1
2224,41,60,464,1
2225,32,40,263,1
2226,22,40,466,0
2227,45,41,988,0
2228,39,39,375,0
2229,30,65,587,1
2230,28,41,471,0
2231,10,51,621,0
2232,42,55,908,0
2233,6,44,434,0
2234,4,48,698,0
2235,18,44,981,1
2236,31,41,449,1
2237,49,50,806,1
2238,10,52,3,1
2239,25,45,302,1
2240,6,45,747,1
2241,4,49,268,0
2242,13,48,667,1
2243,15,34,379,0
2244,7,44,574,1
2245,7,45,449,0
2246,11,48,667,1
2247,18,45,705,0
2248,31,42,432,0
2249,16,40,996,0
2250,22,41,718,0
2251,34,48,689,1
2252,25,46,19,1
2253,13,49,647,0
2254,24,44,561,0
2255,28,42,265,0
2256,34,49,231,1
2257,32,41,361,0
2258,22,42,381,0
2259,14,47,249,1
2260,3,58,343,0
2261,40,48,349,1
2262,24,45,340,0
2263,34,50,15,0
2264,17,44,325,0
2265,49,51,303,1
2266,41,61,356,0
2267,16,41,828,0
2268,43,39,145,1
2269,21,40,504,0
2270,26,44,273,1
2271,23,41,401,1
2272,29,35,78,1
2273,26,45,161,1
2274,16,42,560,1
2275,44,50,99,0
2276,19,40,721,0
2277,28,43,38,0
2278,1,48,240,0
2279,48,41,278,1
2280,29,36,319,0
2281,49,52,194,1
2282,14,48,508,1
2283,45,42,212,0
2284,31,43,334,1
2285,1,49,343,1
2286,1,50,917,0
2287,29,37,321,1
2288,41,62,903,0
2289,4,50,781,0
2290,8,52,531,0
2291,3,59,425,1
2292,49,53,664,0
2293,4,51,576,1
2294,26,46,486,0
2295,42,56,996,0
2296,38,37,65,0
2297,17,45,40,1
2298,32,42,603,1
2299,34,51,872,1
2300,49,54,733,1
2301,47,47,300,1
2302,48,42,638,0
2303,32,43,804,1
2304,15,35,167,0
2305,6,46,131,0
2306,25,47,697,0
2307,4,52,773,0
2308,2,55,569,1
2309,45,43,166,1
2310,35,64,755,1
2311,35,65,152,0
2312,1,51,29,0
2313,43,40,624,0
2314,23,42,550,0
2315,25,48,172,1
2316,41,63,110,1
2317,9,50,712,1
2318,43,41,111,1
2319,17,46,179,0
2320,35,66,403,0
2321,28,44,881,1
2322,42,57,487,1
2323,5,41,83,0
2324,17,47,705,1
2325,16,43,406,1
2326,14,49,86,0
2327,9,51,575,1
2328,26,47,93,1
2329,46,49,802,0
2330,48,43,555,1
2331,9,52,774,0
2332,3,60,340,1
2333,33,24,220,0
2334,35,67,261,0
2335,33,25,157,1
2336,13,50,288,1
2337,3,61,870,1
2338,44,51,96,1
2339,26,48,271,1
2340,37,41,568,1
2341,6,47,93,0
2342,21,41,762,0
2343,31,44,381,1
2344,5,42,187,0
2345,38,38,916,1
2346,33,26,429,0
2347,11,49,801,0
2348,39,40,844,0
2349,12,45,396,0
2350,40,49,355,1
2351,24,46,20,1
2352,6,48,628,0
2353,43,42,510,1
2354,20,49,761,0
2355,15,36,153,0
2356,3,62,741,0
2357,47,48,32,0
2358,6,49,967,1
2359,28,45,336,0
2360,47,49,920,1
2361,29,38,169,0
2362,27,40,206,0
2363,1,52,250,0
2364,20,50,190,1
2365,31,45,249,1
2366,13,51,387,1
2367,35,68,794,1
2368,16,44,162,1
2369,22,43,89,1
2370,2,56,371,1
2371,39,41,964,1
2372,46,50,549,1
2373,19,41,208,0
2374,47,50,580,1
2375,22,44,772,0
2376,28,46,417,1
2377,11,50,768,1
2378,30,66,405,1
2379,11,51,169,1
2380,48,44,441,0
2381,40,50,360,1
2382,27,41,613,1
2383,41,64,845,1
2384,8,53,124,0
2385,45,44,989,0
2386,23,43,855,1
2387,5,43,413,0
2388,43,43,738,1
2389,30,67,597,0
2390,46,51,617,1
2391,13,52,127,1
2392,24,47,161,0
2393,42,58,553,0
2394,17,48,612,1
2395,5,44,129,0
2396,27,42,260,1
2397,19,42,324,1
2398,46,52,144,1
2399,20,51,223,1
2400,22,45,456,0
2401,20,52,574,0
2402,15,37,138,1
2403,30,68,219,1
2404,37,42,200,1
2405,38,39,814,0
2406,28,47,871,0
2407,19,43,548,1
2408,8,54,465,0
2409,2,57,654,0
2410,25,49,37,0
2411,16,45,372,1
2412,3,63,321,0
2413,41,65,610,1
2414,20,53,712,0
2415,3,64,797,0
2416,36,47,561,1
2417,6,50,610,1
2418,6,51,753,0
2419,33,27,61,1
2420,32,44,687,0
2421,10,53,64,1
2422,27,43,622,1
2423,26,49,704,0
2424,29,39,78,1
2425,29,40,805,1
2426,17,49,567,0
2427,4,53,522,1
2428,39,42,63,0
2429,10,54,354,1
2430,12,46,919,1
2431,21,42,34,0
2432,29,41,847,0
2433,17,50,777,0
2434,42,59,858,1
2435,6,52,871,1
2436,10,55,279,0
2437,34,52,996,0
2438,4,54,794,1
2439,1,53,61,0
2440,14,50,624,0
2441,28,48,671,0
2442,3,65,185,0
2443,46,53,996,1
2444,14,51,738,0
2445,43,44,306,0
2446,5,45,716,1
2447,1,54,936,1
2448,10,56,60,1
2449,41,66,916,0
2450,27,44,957,1
2451,30,69,444,1
2452,37,43,652,0
2453,48,45,869,0
2454,21,43,20,1
2455,35,69,337,0
2456,8,55,94,1
2457,9,53,82,0
2458,40,51,470,0
2459,21,44,901,1
2460,9,54,155,1
2461,21,45,853,0
2462,12,47,947,1
2463,31,46,705,1
2464,11,52,140,0
2465,42,60,905,1
2466,42,61,642,1
2467,3,66,82,1
2468,1,55,303,1
2469,48,46,477,0
2470,13,53,167,1
2471,38,40,662,0
2472,31,47,790,1
2473,17,51,826,0
2474,38,41,539,1
2475,17,52,268,0
2476,9,55,875,0
2477,22,46,33,0
2478,30,70,162,0
2479,4,55,826,0
2480,5,46,240,1
2481,36,48,421,0
2482,40,52,363,1
2483,49,55,92,1
2484,7,46,243,1
2485,44,52,940,1
2486,32,45,545,1
2487,46,54,710,1
2488,33,28,229,1
2489,48,47,775,0
2490,10,57,427,0
2491,33,29,15,0
2492,2,58,325,1
2493,7,47,268,1
2494,48,48,584,1
2495,30,71,401,1
2496,30,72,253,0
2497,34,53,91,0
2498,24,48,231,1
2499,28,49,978,0
2500,37,44,552,1
2501,6,53,707,0
2502,41,67,338,0
2503,35,70,313,0
2504,34,54,546,1
2505,12,48,311,1
2506,44,53,971,1
2507,11,53,4,0
2508,35,71,649,1
2509,49,56,6,0
2510,16,46,134,0
2511,29,42,793,1
2512,16,47,265,0
2513,40,53,455,0
2514,40,54,773,1
2515,27,45,108,1
2516,12,49,652,1
2517,28,50,890,1
2518,15,38,386,0
2519,48,49,343,1
2520,41,68,744,0
2521,23,44,582,1
2522,15,39,610,0
2523,38,42,60,1
2524,8,56,389,1
2525,21,46,355,1
2526,37,45,963,1
2527,15,40,666,1
2528,27,46,108,0
2529,23,45,352,1
2530,5,47,501,0
2531,15,41,725,1
2532,19,44,648,1
2533,25,50,560,1
2534,26,50,356,1
2535,4,56,388,1
2536,16,48,445,0
2537,49,57,509,0
2538,35,72,478,0
2539,28,51,381,0
2540,19,45,748,1
2541,31,48,997,1
2542,42,62,170,1
2543,46,55,752,1
2544,47,51,826,1
2545,17,53,356,0
2546,14,52,377,0
2547,15,42,306,1
2548,7,48,130,1
2549,12,50,545,0
2550,21,47,57,1
2551,1,56,52,0
2552,45,45,58,1
2553,46,56,954,0
2554,14,53,809,1
2555,8,57,268,1
2556,14,54,423,1
2557,12,51,219,0
2558,44,54,522,0
2559,0,48,276,1
2560,36,49,502,1
2561,40,55,911,1
2562,46,57,774,1
2563,26,51,680,0
2564,24,49,957,1
2565,48,50,526,1
2566,44,55,911,1
2567,20,54,464,0
2568,27,47,811,0
2569,9,56,325,0
2570,3,67,284,1
2571,8,58,417,1
2572,45,46,718,1
2573,12,52,386,0
2574,34,55,387,1
2575,42,63,866,0
2576,45,47,226,0
2577,47,52,952,0
2578,36,50,749,1
2579,43,45,360,0
2580,45,48,579,1
2581,15,43,414,1
2582,15,44,768,1
2583,29,43,689,0
2584,20,55,287,1
2585,18,46,402,1
2586,10,58,598,1
2587,35,73,322,1
2588,33,30,310,1
2589,21,48,619,1
2590,49,58,539,1
2591,10,59,82,1
2592,4,57,543,1
2593,44,56,383,0
2594,13,54,459,0
2595,24,50,655,0
2596,11,54,264,0
2597,36,51,877,0
2598,2,59,180,1
2599,18,47,497,0
2600,49,59,154,0
2601,14,55,347,0
2602,1,57,977,1
2603,33,31,216,1
2604,43,46,81,0
2605,40,56,669,1
2606,37,46,474,0
2607,25,51,547,0
2608,37,47,171,1
2609,46,58,217,0
2610,15,45,689,1
2611,36,52,430,1
2612,40,57,868,0
2613,15,46,13,0
2614,14,56,532,0
2615,1,58,546,1
2616,47,53,332,0
2617,5,48,654,0
2618,7,49,14,0
2619,7,50,118,1
2620,28,52,286,1
2621,6,54,382,1
2622,24,51,740,0
